date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:12:50	919/919	---M--	403	error ('Forbidden')	text/html	date:Wed,%2003%20Dec%202025%2020:42:49%20GMT	https://trucks.cardekho.com/en/news/detail/brand-wise-3-wheeler-retail-sales-in-october-2025-bajaj-auto-tops-with-about-40-market-share-3323.html	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/news/detail/brand-wise-3-wheeler-retail-sales-in-october-2025-bajaj-auto-tops-with-about-40-market-share-3323.html	(from https://trucks.cardekho.com/en/trucks/piaggio/ape-xtra-600)
02:12:50	919/919	---M--	403	error ('Forbidden')	text/html	date:Wed,%2003%20Dec%202025%2020:42:50%20GMT	https://trucks.cardekho.com/en/news/detail/piaggio-ape-e-city-ultra-vs-euler-neo-hirange-plus-the-latest-l5m-electric-auto-rickshaw-battle-3308.html	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/news/detail/piaggio-ape-e-city-ultra-vs-euler-neo-hirange-plus-the-latest-l5m-electric-auto-rickshaw-battle-3308.html	(from https://trucks.cardekho.com/en/trucks/piaggio/ape-xtra-600)
02:12:50	919/919	---M--	403	error ('Forbidden')	text/html	date:Wed,%2003%20Dec%202025%2020:42:50%20GMT	https://trucks.cardekho.com/en/news/detail/piaggio-vehicles-risewise-capital-to-offer-electric-3w-customers-100-percent-battery-replacement-financing-3261.html	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/news/detail/piaggio-vehicles-risewise-capital-to-offer-electric-3w-customers-100-percent-battery-replacement-financing-3261.html	(from https://trucks.cardekho.com/en/trucks/piaggio/ape-xtra-600)
02:12:51	919/919	---M--	403	error ('Forbidden')	text/html	date:Wed,%2003%20Dec%202025%2020:42:50%20GMT	https://trucks.cardekho.com/en/news/detail/piaggio-puts-heads-down-for-new-three-wheeler-architecture-development-heres-why-3144.html	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/news/detail/piaggio-puts-heads-down-for-new-three-wheeler-architecture-development-heres-why-3144.html	(from https://trucks.cardekho.com/en/trucks/piaggio/ape-xtra-600)
02:12:51	919/919	---M--	403	error ('Forbidden')	text/html	date:Wed,%2003%20Dec%202025%2020:42:50%20GMT	https://trucks.cardekho.com/en/news/detail/piaggio-ape-e-city-ultra-versus-montra-electric-super-auto-feature-price-specification-comparison-3138.html	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/news/detail/piaggio-ape-e-city-ultra-versus-montra-electric-super-auto-feature-price-specification-comparison-3138.html	(from https://trucks.cardekho.com/en/trucks/piaggio/ape-xtra-600)
02:12:51	919/919	---M--	403	error ('Forbidden')	text/html	date:Wed,%2003%20Dec%202025%2020:42:51%20GMT	https://trucks.cardekho.com/en/trucks/piaggio/ape-dx-bs6	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/trucks/piaggio/ape-dx-bs6	(from https://trucks.cardekho.com/en/trucks/piaggio/ape-xtra-600)
02:12:51	919/919	---M--	403	error ('Forbidden')	text/html	date:Wed,%2003%20Dec%202025%2020:42:51%20GMT	https://trucks.cardekho.com/en/trucks/piaggio/ape-city-plus	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/trucks/piaggio/ape-city-plus	(from https://trucks.cardekho.com/en/trucks/piaggio/ape-xtra-600)
02:12:52	54261/54261	---M--	200	added ('OK')	image/jpeg	etag:W/%22d3f5-17AV6NlyUZIXbblzg+ZzlqGa72I%22	https://truckcdn.cardekho.com/in/piaggio/ape-xtra-bada-700/piaggio-ape-xtra-bada-700-57795.jpg?imwidth=480&impolicy=resize	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/truckcdn.cardekho.com/in/piaggio/ape-xtra-bada-700/piaggio-ape-xtra-bada-700-57795edfe.jpg	(from https://trucks.cardekho.com/en/trucks/piaggio/ape-xtra-bada-700)
02:12:52	919/919	---M--	403	error ('Forbidden')	text/html	date:Wed,%2003%20Dec%202025%2020:42:52%20GMT	https://trucks.cardekho.com/hi/trucks/piaggio/ape-xtra-bada-700	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/hi/trucks/piaggio/ape-xtra-bada-700	(from https://trucks.cardekho.com/en/trucks/piaggio/ape-xtra-bada-700)
02:12:52	919/919	---M--	403	error ('Forbidden')	text/html	date:Wed,%2003%20Dec%202025%2020:42:52%20GMT	https://trucks.cardekho.com/te/trucks/piaggio/ape-xtra-bada-700	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/te/trucks/piaggio/ape-xtra-bada-700	(from https://trucks.cardekho.com/en/trucks/piaggio/ape-xtra-bada-700)
02:12:52	919/919	---M--	403	error ('Forbidden')	text/html	date:Wed,%2003%20Dec%202025%2020:42:52%20GMT	https://trucks.cardekho.com/en/trucks/piaggio/ape-xtra-bada-700/price-in-new-delhi	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/trucks/piaggio/ape-xtra-bada-700/price-in-new-delhi	(from https://trucks.cardekho.com/en/trucks/piaggio/ape-xtra-bada-700)
02:12:53	919/919	---M--	403	error ('Forbidden')	text/html	date:Wed,%2003%20Dec%202025%2020:42:52%20GMT	https://trucks.cardekho.com/en/trucks/piaggio/ape-xtra-bada-700/specifications	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/trucks/piaggio/ape-xtra-bada-700/specifications	(from https://trucks.cardekho.com/en/trucks/piaggio/ape-xtra-bada-700)
02:12:53	919/919	---M--	403	error ('Forbidden')	text/html	date:Wed,%2003%20Dec%202025%2020:42:52%20GMT	https://trucks.cardekho.com/en/trucks/piaggio/ape-xtra-bada-700/pictures	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/trucks/piaggio/ape-xtra-bada-700/pictures	(from https://trucks.cardekho.com/en/trucks/piaggio/ape-xtra-bada-700)
02:12:53	919/919	---M--	403	error ('Forbidden')	text/html	date:Wed,%2003%20Dec%202025%2020:42:53%20GMT	https://trucks.cardekho.com/en/piaggio-dealers-in-new-delhi.html?model=ape-xtra-bada-700	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/piaggio-dealers-in-new-delhib24c.html	(from https://trucks.cardekho.com/en/trucks/piaggio/ape-xtra-bada-700)
02:12:53	919/919	---M--	403	error ('Forbidden')	text/html	date:Wed,%2003%20Dec%202025%2020:42:53%20GMT	https://trucks.cardekho.com/en/piaggio-service-in-new-delhi.html?model=ape-xtra-bada-700	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/piaggio-service-in-new-delhib24c.html	(from https://trucks.cardekho.com/en/trucks/piaggio/ape-xtra-bada-700)
02:12:53	919/919	---M--	403	error ('Forbidden')	text/html	date:Wed,%2003%20Dec%202025%2020:42:53%20GMT	https://trucks.cardekho.com/en/trucks/piaggio/ape-xtra-bada-700/videos	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/trucks/piaggio/ape-xtra-bada-700/videos	(from https://trucks.cardekho.com/en/trucks/piaggio/ape-xtra-bada-700)
02:12:54	919/919	---M--	403	error ('Forbidden')	text/html	date:Wed,%2003%20Dec%202025%2020:42:53%20GMT	https://trucks.cardekho.com/en/trucks/piaggio/ape-xtra-bada-700/emi-calculator	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/trucks/piaggio/ape-xtra-bada-700/emi-calculator	(from https://trucks.cardekho.com/en/trucks/piaggio/ape-xtra-bada-700)
02:12:54	919/919	---M--	403	error ('Forbidden')	text/html	date:Wed,%2003%20Dec%202025%2020:42:54%20GMT	https://trucks.cardekho.com/en/compare/mahindra-alfa-load-and-piaggio-ape-xtra-bada-700	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/compare/mahindra-alfa-load-and-piaggio-ape-xtra-bada-700	(from https://trucks.cardekho.com/en/trucks/piaggio/ape-xtra-bada-700)
02:12:54	919/919	---M--	403	error ('Forbidden')	text/html	date:Wed,%2003%20Dec%202025%2020:42:54%20GMT	https://trucks.cardekho.com/en/compare/bajaj-maxima-c-and-piaggio-ape-xtra-bada-700	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/compare/bajaj-maxima-c-and-piaggio-ape-xtra-bada-700	(from https://trucks.cardekho.com/en/trucks/piaggio/ape-xtra-bada-700)
02:12:55	919/919	---M--	403	error ('Forbidden')	text/html	date:Wed,%2003%20Dec%202025%2020:42:54%20GMT	https://trucks.cardekho.com/en/compare/atul-gem-cargo-and-piaggio-ape-xtra-bada-700	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/compare/atul-gem-cargo-and-piaggio-ape-xtra-bada-700	(from https://trucks.cardekho.com/en/trucks/piaggio/ape-xtra-bada-700)
02:12:55	919/919	---M--	403	error ('Forbidden')	text/html	date:Wed,%2003%20Dec%202025%2020:42:54%20GMT	https://trucks.cardekho.com/en/compare/atul-shakti-and-piaggio-ape-xtra-bada-700	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/compare/atul-shakti-and-piaggio-ape-xtra-bada-700	(from https://trucks.cardekho.com/en/trucks/piaggio/ape-xtra-bada-700)
02:12:55	919/919	---M--	403	error ('Forbidden')	text/html	date:Wed,%2003%20Dec%202025%2020:42:55%20GMT	https://trucks.cardekho.com/en/compare/kinetic-safar-jumbo-and-piaggio-ape-xtra-bada-700	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/compare/kinetic-safar-jumbo-and-piaggio-ape-xtra-bada-700	(from https://trucks.cardekho.com/en/trucks/piaggio/ape-xtra-bada-700)
02:12:55	60103/60103	---M--	200	added ('OK')	image/jpeg	etag:W/%22eac7-AYYWvEoubIM9QfOOrZ+WXiMonWE%22	https://truckcdn.cardekho.com/in/surge/s-32/surge-s-32.jpg?imwidth=480&impolicy=resize	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/truckcdn.cardekho.com/in/surge/s-32/surge-s-32edfe.jpg	(from https://trucks.cardekho.com/en/trucks/surge/s-32)
02:12:56	919/919	---M--	403	error ('Forbidden')	text/html	date:Wed,%2003%20Dec%202025%2020:42:55%20GMT	https://trucks.cardekho.com/hi/trucks/surge/s-32	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/hi/trucks/surge/s-32	(from https://trucks.cardekho.com/en/trucks/surge/s-32)
02:12:56	919/919	---M--	403	error ('Forbidden')	text/html	date:Wed,%2003%20Dec%202025%2020:42:55%20GMT	https://trucks.cardekho.com/te/trucks/surge/s-32	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/te/trucks/surge/s-32	(from https://trucks.cardekho.com/en/trucks/surge/s-32)
02:12:56	919/919	---M--	403	error ('Forbidden')	text/html	date:Wed,%2003%20Dec%202025%2020:42:56%20GMT	https://trucks.cardekho.com/en/trucks/surge/s-32/price-in-new-delhi	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/trucks/surge/s-32/price-in-new-delhi	(from https://trucks.cardekho.com/en/trucks/surge/s-32)
02:12:56	919/919	---M--	403	error ('Forbidden')	text/html	date:Wed,%2003%20Dec%202025%2020:42:56%20GMT	https://trucks.cardekho.com/en/trucks/surge/s-32/specifications	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/trucks/surge/s-32/specifications	(from https://trucks.cardekho.com/en/trucks/surge/s-32)
02:12:56	919/919	---M--	403	error ('Forbidden')	text/html	date:Wed,%2003%20Dec%202025%2020:42:56%20GMT	https://trucks.cardekho.com/en/trucks/surge/s-32/pictures	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/trucks/surge/s-32/pictures	(from https://trucks.cardekho.com/en/trucks/surge/s-32)
02:12:57	919/919	---M--	403	error ('Forbidden')	text/html	date:Wed,%2003%20Dec%202025%2020:42:56%20GMT	https://trucks.cardekho.com/en/surge-dealers-in-new-delhi.html?model=s-32	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/surge-dealers-in-new-delhi77b6.html	(from https://trucks.cardekho.com/en/trucks/surge/s-32)
02:12:57	919/919	---M--	403	error ('Forbidden')	text/html	date:Wed,%2003%20Dec%202025%2020:42:57%20GMT	https://trucks.cardekho.com/en/surge-service-in-new-delhi.html?model=s-32	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/surge-service-in-new-delhi77b6.html	(from https://trucks.cardekho.com/en/trucks/surge/s-32)
02:12:57	919/919	---M--	403	error ('Forbidden')	text/html	date:Wed,%2003%20Dec%202025%2020:42:57%20GMT	https://trucks.cardekho.com/en/trucks/surge/s-32/videos	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/trucks/surge/s-32/videos	(from https://trucks.cardekho.com/en/trucks/surge/s-32)
02:12:57	919/919	---M--	403	error ('Forbidden')	text/html	date:Wed,%2003%20Dec%202025%2020:42:57%20GMT	https://trucks.cardekho.com/en/trucks/surge/s-32/emi-calculator	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/trucks/surge/s-32/emi-calculator	(from https://trucks.cardekho.com/en/trucks/surge/s-32)
02:12:58	919/919	---M--	403	error ('Forbidden')	text/html	date:Wed,%2003%20Dec%202025%2020:42:57%20GMT	https://trucks.cardekho.com/en/download-brochure/surge/s-32.html	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/download-brochure/surge/s-32.html	(from https://trucks.cardekho.com/en/trucks/surge/s-32)
02:12:58	1246/1246	---M--	200	added ('OK')	image/jpeg	etag:W/%224de-LT8/vrKIIKd7qyvoQreh3kWpnhE%22	https://truckcdn.cardekho.com/in/surge/s-32/surge-s-32.jpg?imwidth=48&impolicy=resize	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/truckcdn.cardekho.com/in/surge/s-32/surge-s-324a7f.jpg	(from https://trucks.cardekho.com/en/trucks/surge/s-32)
02:12:58	919/919	---M--	403	error ('Forbidden')	text/html	date:Wed,%2003%20Dec%202025%2020:42:58%20GMT	https://trucks.cardekho.com/en/trucks/surge/s-32/flat-bed-electric	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/trucks/surge/s-32/flat-bed-electric	(from https://trucks.cardekho.com/en/trucks/surge/s-32)
02:12:58	919/919	---M--	403	error ('Forbidden')	text/html	date:Wed,%2003%20Dec%202025%2020:42:58%20GMT	https://trucks.cardekho.com/en/trucks/surge/s-32/low-deck-electric	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/trucks/surge/s-32/low-deck-electric	(from https://trucks.cardekho.com/en/trucks/surge/s-32)
02:12:59	919/919	---M--	403	error ('Forbidden')	text/html	date:Wed,%2003%20Dec%202025%2020:42:58%20GMT	https://trucks.cardekho.com/en/trucks/surge/s-32/high-deck-electric	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/trucks/surge/s-32/high-deck-electric	(from https://trucks.cardekho.com/en/trucks/surge/s-32)
02:12:59	919/919	---M--	403	error ('Forbidden')	text/html	date:Wed,%2003%20Dec%202025%2020:42:58%20GMT	https://trucks.cardekho.com/en/trucks/kinetic/safar-shakti	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/trucks/kinetic/safar-shakti	(from https://trucks.cardekho.com/en/trucks/surge/s-32)
02:12:59	919/919	---M--	403	error ('Forbidden')	text/html	date:Wed,%2003%20Dec%202025%2020:42:59%20GMT	https://trucks.cardekho.com/en/compare/mahindra-alfa-load-and-surge-s-32	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/compare/mahindra-alfa-load-and-surge-s-32	(from https://trucks.cardekho.com/en/trucks/surge/s-32)
02:12:59	919/919	---M--	403	error ('Forbidden')	text/html	date:Wed,%2003%20Dec%202025%2020:42:59%20GMT	https://trucks.cardekho.com/en/compare/bajaj-maxima-c-and-surge-s-32	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/compare/bajaj-maxima-c-and-surge-s-32	(from https://trucks.cardekho.com/en/trucks/surge/s-32)
02:13:00	919/919	---M--	403	error ('Forbidden')	text/html	date:Wed,%2003%20Dec%202025%2020:42:59%20GMT	https://trucks.cardekho.com/en/compare/kinetic-safar-shakti-and-surge-s-32	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/compare/kinetic-safar-shakti-and-surge-s-32	(from https://trucks.cardekho.com/en/trucks/surge/s-32)
02:13:00	919/919	---M--	403	error ('Forbidden')	text/html	date:Wed,%2003%20Dec%202025%2020:42:59%20GMT	https://trucks.cardekho.com/en/compare/atul-gem-cargo-and-surge-s-32	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/compare/atul-gem-cargo-and-surge-s-32	(from https://trucks.cardekho.com/en/trucks/surge/s-32)
02:13:00	919/919	---M--	403	error ('Forbidden')	text/html	date:Wed,%2003%20Dec%202025%2020:43:00%20GMT	https://trucks.cardekho.com/en/trucks/atul/elite-cargo	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/trucks/atul/elite-cargo	(from https://trucks.cardekho.com/en/trucks/surge/s-32)
02:13:00	919/919	---M--	403	error ('Forbidden')	text/html	date:Wed,%2003%20Dec%202025%2020:43:00%20GMT	https://trucks.cardekho.com/en/compare/atul-elite-cargo-and-surge-s-32	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/compare/atul-elite-cargo-and-surge-s-32	(from https://trucks.cardekho.com/en/trucks/surge/s-32)
02:13:01	50164/50164	---M--	200	added ('OK')	image/jpeg	etag:W/%22c3f4-jex0u6miQoc/xkFW1d9BKU8Nvjw%22	https://truckcdn.cardekho.com/in/eicher/pro-2059xp/eicher-pro-2059xp-59818.jpg?imwidth=480&impolicy=resize	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/truckcdn.cardekho.com/in/eicher/pro-2059xp/eicher-pro-2059xp-59818edfe.jpg	(from https://trucks.cardekho.com/en/trucks/eicher/pro-2059xp)
02:13:01	919/919	---M--	403	error ('Forbidden')	text/html	date:Wed,%2003%20Dec%202025%2020:43:00%20GMT	https://trucks.cardekho.com/hi/trucks/eicher/pro-2059xp	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/hi/trucks/eicher/pro-2059xp	(from https://trucks.cardekho.com/en/trucks/eicher/pro-2059xp)
02:13:01	919/919	---M--	403	error ('Forbidden')	text/html	date:Wed,%2003%20Dec%202025%2020:43:01%20GMT	https://trucks.cardekho.com/te/trucks/eicher/pro-2059xp	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/te/trucks/eicher/pro-2059xp	(from https://trucks.cardekho.com/en/trucks/eicher/pro-2059xp)
02:13:01	919/919	---M--	403	error ('Forbidden')	text/html	date:Wed,%2003%20Dec%202025%2020:43:01%20GMT	https://trucks.cardekho.com/en/trucks/eicher/pro-2059xp/specifications	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/trucks/eicher/pro-2059xp/specifications	(from https://trucks.cardekho.com/en/trucks/eicher/pro-2059xp)
02:13:02	919/919	---M--	403	error ('Forbidden')	text/html	date:Wed,%2003%20Dec%202025%2020:43:01%20GMT	https://trucks.cardekho.com/en/trucks/eicher/pro-2059xp/mileage	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/trucks/eicher/pro-2059xp/mileage	(from https://trucks.cardekho.com/en/trucks/eicher/pro-2059xp)
02:13:02	919/919	---M--	403	error ('Forbidden')	text/html	date:Wed,%2003%20Dec%202025%2020:43:01%20GMT	https://trucks.cardekho.com/en/trucks/eicher/pro-2059xp/user-reviews	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/trucks/eicher/pro-2059xp/user-reviews	(from https://trucks.cardekho.com/en/trucks/eicher/pro-2059xp)
02:13:02	919/919	---M--	403	error ('Forbidden')	text/html	date:Wed,%2003%20Dec%202025%2020:43:02%20GMT	https://trucks.cardekho.com/en/trucks/eicher/pro-2059xp/pictures	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/trucks/eicher/pro-2059xp/pictures	(from https://trucks.cardekho.com/en/trucks/eicher/pro-2059xp)
02:13:02	919/919	---M--	403	error ('Forbidden')	text/html	date:Wed,%2003%20Dec%202025%2020:43:02%20GMT	https://trucks.cardekho.com/en/eicher-dealers-in-new-delhi.html?model=pro-2059xp	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/eicher-dealers-in-new-delhi2d5c.html	(from https://trucks.cardekho.com/en/trucks/eicher/pro-2059xp)
02:13:02	919/919	---M--	403	error ('Forbidden')	text/html	date:Wed,%2003%20Dec%202025%2020:43:02%20GMT	https://trucks.cardekho.com/en/eicher-service-in-new-delhi.html?model=pro-2059xp	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/eicher-service-in-new-delhi2d5c.html	(from https://trucks.cardekho.com/en/trucks/eicher/pro-2059xp)
02:13:03	919/919	---M--	403	error ('Forbidden')	text/html	date:Wed,%2003%20Dec%202025%2020:43:02%20GMT	https://trucks.cardekho.com/en/trucks/eicher/pro-2059xp/videos	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/trucks/eicher/pro-2059xp/videos	(from https://trucks.cardekho.com/en/trucks/eicher/pro-2059xp)
02:13:03	919/919	---M--	403	error ('Forbidden')	text/html	date:Wed,%2003%20Dec%202025%2020:43:03%20GMT	https://trucks.cardekho.com/en/trucks/eicher/pro-2059xp/emi-calculator	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/trucks/eicher/pro-2059xp/emi-calculator	(from https://trucks.cardekho.com/en/trucks/eicher/pro-2059xp)
02:13:03	1227/1227	---M--	200	added ('OK')	image/jpeg	etag:W/%224cb-vFHUD4DOTlvnDBPqIdtQCYmm/F0%22	https://truckcdn.cardekho.com/in/eicher/pro-2059xp/eicher-pro-2059xp-59818.jpg?imwidth=48&impolicy=resize	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/truckcdn.cardekho.com/in/eicher/pro-2059xp/eicher-pro-2059xp-598184a7f.jpg	(from https://trucks.cardekho.com/en/trucks/eicher/pro-2059xp)
02:13:03	919/919	---M--	403	error ('Forbidden')	text/html	date:Wed,%2003%20Dec%202025%2020:43:03%20GMT	https://trucks.cardekho.com/en/trucks/tata/712-lpt	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/trucks/tata/712-lpt	(from https://trucks.cardekho.com/en/trucks/eicher/pro-2059xp)
02:13:04	919/919	---M--	403	error ('Forbidden')	text/html	date:Wed,%2003%20Dec%202025%2020:43:03%20GMT	https://trucks.cardekho.com/en/trucks/sml-isuzu/sartaj-gs-hg-72-bs-6	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/trucks/sml-isuzu/sartaj-gs-hg-72-bs-6	(from https://trucks.cardekho.com/en/trucks/eicher/pro-2059xp)
02:13:04	919/919	---M--	403	error ('Forbidden')	text/html	date:Wed,%2003%20Dec%202025%2020:43:04%20GMT	https://trucks.cardekho.com/en/trucks/force/traveller-delivery-van-wider	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/trucks/force/traveller-delivery-van-wider	(from https://trucks.cardekho.com/en/trucks/eicher/pro-2059xp)
02:13:04	919/919	---M--	403	error ('Forbidden')	text/html	date:Wed,%2003%20Dec%202025%2020:43:04%20GMT	https://trucks.cardekho.com/en/compare/eicher-pro-2059xp-and-tata-710-lpt	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/compare/eicher-pro-2059xp-and-tata-710-lpt	(from https://trucks.cardekho.com/en/trucks/eicher/pro-2059xp)
02:13:04	919/919	---M--	403	error ('Forbidden')	text/html	date:Wed,%2003%20Dec%202025%2020:43:04%20GMT	https://trucks.cardekho.com/en/compare/eicher-pro-2059-and-eicher-pro-2059xp	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/compare/eicher-pro-2059-and-eicher-pro-2059xp	(from https://trucks.cardekho.com/en/trucks/eicher/pro-2059xp)
02:13:05	919/919	---M--	403	error ('Forbidden')	text/html	date:Wed,%2003%20Dec%202025%2020:43:04%20GMT	https://trucks.cardekho.com/en/compare/eicher-pro-2059xp-and-tata-712-lpt	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/compare/eicher-pro-2059xp-and-tata-712-lpt	(from https://trucks.cardekho.com/en/trucks/eicher/pro-2059xp)
02:13:05	919/919	---M--	403	error ('Forbidden')	text/html	date:Wed,%2003%20Dec%202025%2020:43:04%20GMT	https://trucks.cardekho.com/en/compare/eicher-pro-2059xp-and-tata-ultra-t7	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/compare/eicher-pro-2059xp-and-tata-ultra-t7	(from https://trucks.cardekho.com/en/trucks/eicher/pro-2059xp)
02:13:05	919/919	---M--	403	error ('Forbidden')	text/html	date:Wed,%2003%20Dec%202025%2020:43:05%20GMT	https://trucks.cardekho.com/en/compare/eicher-pro-2059xp-and-eicher-pro-2095-xp	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/compare/eicher-pro-2059xp-and-eicher-pro-2095-xp	(from https://trucks.cardekho.com/en/trucks/eicher/pro-2059xp)
02:13:05	919/919	---M--	403	error ('Forbidden')	text/html	date:Wed,%2003%20Dec%202025%2020:43:05%20GMT	https://trucks.cardekho.com/en/trucks/eicher/pro-2059xp/user-reviews/purchase-it~2Iyq	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/trucks/eicher/pro-2059xp/user-reviews/purchase-it_2Iyq	(from https://trucks.cardekho.com/en/trucks/eicher/pro-2059xp)
02:13:06	919/919	---M--	403	error ('Forbidden')	text/html	date:Wed,%2003%20Dec%202025%2020:43:05%20GMT	https://trucks.cardekho.com/en/trucks/eicher/pro-2114xp	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/trucks/eicher/pro-2114xp	(from https://trucks.cardekho.com/en/trucks/eicher/pro-2059xp)
02:13:06	919/919	---M--	403	error ('Forbidden')	text/html	date:Wed,%2003%20Dec%202025%2020:43:05%20GMT	https://trucks.cardekho.com/en/news/detail/top-5-highlights-of-eicher-pro-x-diesel-3-5t-truck-in-2025-key-details-you-need-to-know-explained-3318.html	C:/Users/siddh/Documents/truckdekho/trucks_trucksdekho/trucks.cardekho.com/en/news/detail/top-5-highlights-of-eicher-pro-x-diesel-3-5t-truck-in-2025-key-details-you-need-to-know-explained-3318.html	(from https://trucks.cardekho.com/en/trucks/eicher/pro-2059xp)
